ID,1_with_prob,2_with_prob,3_with_prob,4_with_prob,5_with_prob,6_with_prob,7_with_prob,8_with_prob,9_with_prob,10_with_prob,11_with_prob,12_with_prob,13_with_prob,14_with_prob,15_with_prob,16_with_prob,17_with_prob,18_with_prob,19_with_prob,20_with_prob,21_with_prob,22_with_prob,23_with_prob,24_with_prob,25_with_prob,26_with_prob,27_with_prob,28_with_prob,29_with_prob,30_with_prob,31_with_prob,32_with_prob,33_with_prob,34_with_prob,35_with_prob,36_with_prob,37_with_prob,38_with_prob
369,2.82682,2.82682,2.82682,2.82682,2.82682,3.98621,3.50191,2.66737,3.01834,2.84119,3.97797,2.72365,2.84362,3.06301,2.93091,2.93742,3.59735,0,3.22338,3.83222,2.63743,4.06981,3.17615,3.93113,3.0288,3.59507,3.22151,2.2106,2.88222,3.35018,3.40525,3.52699,3.88473,2.85444,3.57692,3.79146,3.74889,3.79894
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0.0278,0.0278,0.0278,0.0278,0.0278,0.03324,0.03524,0.0364,0.0369,0.03464,0.0372,0.03651,0.03617,0.03521,0.03624,0.03886,0.03458,0.03587,0.03641,0.03819,0.03688,0.0368,0.03712,0.03535,0.03583,0.03795,0.03401,0.03802,0.03601,0.03639,0.03543,0.03625,0.03726,0.03718,0.03702,0.036,0.03641,0.03615
372,3.63972,3.63972,3.63972,3.63972,3.63972,3.68099,3.75651,3.9957,3.9112,3.51752,3.96373,3.84241,3.78366,3.6167,3.79604,4.2506,3.50688,3.73166,3.82575,4.13428,3.90691,3.89355,3.94958,3.64099,3.7247,4.09339,3.40794,4.1052,3.75587,3.82236,3.6549,3.79814,3.97346,3.9598,3.93088,3.75376,3.82638,3.77986
373,6.0208,6.0208,6.0208,6.0208,6.0208,5.91515,5.87164,6.21159,6.05891,5.34676,6.15394,5.93446,5.82819,5.52617,5.85059,6.67286,5.32751,5.73411,5.90433,6.46244,6.05115,6.02697,6.12833,5.5701,5.72154,6.38847,5.14852,6.40985,5.77792,5.89819,5.59527,5.85438,6.17152,6.14682,6.09451,5.77411,5.90547,5.82131
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,3.59455,3.59455,3.59455,3.59455,3.59455,3.54477,3.52011,3.6637,3.58552,3.22159,3.63409,3.52193,3.46762,3.31327,3.47907,3.89928,3.21175,3.41954,3.50653,3.79175,3.58156,3.5692,3.621,3.33572,3.41311,3.75395,3.12028,3.76487,3.44193,3.50339,3.34859,3.481,3.64308,3.63045,3.60372,3.43998,3.50711,3.4641
377,1.75803,1.75803,1.75803,1.75803,1.75803,2.40637,2.21852,2.22474,1.94433,1.61141,2.35833,2.43857,2.04792,1.70182,1.93299,2.49364,1.44969,1.87356,2.15535,2.25675,1.9532,2.2518,2.38789,1.87517,1.87901,2.3017,1.47907,2.46598,2.40755,2.02003,1.75274,1.82361,2.26747,2.20099,2.54789,2.22726,2.12282,1.84641
378,1.2359,1.2359,1.2359,1.2359,1.2359,1.12185,1.31943,1.25939,1.28069,1.18972,1.27617,1.25066,1.27211,1.35194,1.31358,1.29455,1.29818,1.39136,1.2195,1.33238,1.27525,1.27634,1.31622,1.31252,1.30975,1.22608,1.26869,1.26373,1.24878,1.27359,1.34873,1.2559,1.30629,1.26476,1.19261,1.29934,1.26812,1.26577
379,3.26071,3.26071,3.26071,3.26071,3.26071,3.3336,3.40701,3.5939,3.49714,3.15776,3.54243,3.43784,3.38719,3.24327,3.39787,3.78973,3.14859,3.34236,3.42348,3.68945,3.49345,3.48192,3.53023,3.2642,3.33637,3.6542,3.0633,3.66439,3.36324,3.42055,3.27619,3.39968,3.55081,3.53904,3.51411,3.36142,3.42402,3.38391
380,0.18493,0.18493,0.18493,0.18493,0.18493,0.25289,0.22278,0.21943,0.18507,0.15001,0.23269,0.24157,0.19833,0.16003,0.18561,0.25102,0.13331,0.17903,0.20657,0.22145,0.18911,0.2209,0.23564,0.17921,0.17964,0.22958,0.13004,0.25027,0.23814,0.19907,0.16667,0.1735,0.22251,0.21694,0.25368,0.22141,0.20662,0.17647
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1.7857,1.7857,1.7857,1.7857,1.7857,1.80769,1.84567,1.95524,1.93403,1.77348,1.95545,1.90598,1.88202,1.81393,1.88707,2.07244,1.76914,1.86081,1.89918,2.025,1.93228,1.92683,1.94968,1.82383,1.85797,2.00833,1.72879,2.01315,1.87068,1.8978,1.82951,1.88792,1.95942,1.95385,1.94206,1.86982,1.89944,1.88047
383,0.10129,0.10129,0.10129,0.10129,0.10129,0.10092,0.10138,0.10468,0.10289,0.09664,0.10372,0.1018,0.10086,0.09821,0.10106,0.10828,0.09647,0.10004,0.10153,0.10643,0.10282,0.10261,0.1035,0.0986,0.09993,0.10578,0.0949,0.10597,0.10042,0.10148,0.09882,0.10109,0.10388,0.10366,0.1032,0.10039,0.10154,0.1008
384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,2.91284,2.91284,2.91284,2.91284,2.91284,3.27213,2.97566,3.36476,2.94446,3.00623,3.16669,3.14305,3.19532,2.76713,3.12984,2.80978,2.58601,3.01277,2.91687,2.91441,2.94247,3.00304,3.1434,3.18626,3.31555,2.98558,2.99993,3.00666,2.9467,3.23997,3.00695,2.92774,2.96755,3.22144,3.18639,3.16061,3.2363,3.01764
386,1.63904,1.63904,1.63904,1.63904,1.63904,2.26143,2.07068,2.08151,1.81615,1.50776,2.19963,2.27396,1.9121,1.5915,1.80564,2.32498,1.35796,1.75059,2.01162,2.10554,1.82436,2.10096,2.22702,1.75208,1.75564,2.14718,1.38517,2.29935,2.24523,1.88626,1.63867,1.70432,2.11547,2.05389,2.37523,2.07822,1.98148,1.72544
387,0.93176,0.93176,0.93176,0.93176,0.93176,1.27454,1.14862,1.14469,0.99191,0.8053,1.22396,1.26894,1.04997,0.85597,0.98555,1.29981,0.71465,0.95224,1.11019,1.16702,0.99688,1.16425,1.24053,0.95314,0.95529,1.19222,0.73112,1.2843,1.25155,1.03434,0.88452,0.92424,1.17303,1.13577,1.33021,1.15049,1.09195,0.93702
388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0.88806,0.88806,0.88806,0.88806,0.88806,1.41275,1.33757,1.31924,1.17164,0.95805,1.43723,1.48871,1.2381,1.01605,1.16436,1.52405,0.8543,1.12623,1.30702,1.37207,1.17732,1.36889,1.4562,1.12727,1.12973,1.40091,0.87315,1.5063,1.46881,1.2202,1.04872,1.09419,1.37894,1.33629,1.55885,1.35315,1.28614,1.10881
390,2.54571,2.54571,2.54571,2.54571,2.54571,2.51537,2.51534,2.45543,2.699,2.3861,2.83984,2.62794,2.6707,2.34621,2.47102,2.67954,2.3836,2.52489,2.6346,2.64102,2.48597,2.48984,2.66916,2.59875,2.37329,2.99954,2.31642,2.70385,2.49754,2.40219,2.39464,2.69092,2.60144,2.69104,2.61316,2.5095,2.44152,2.47335
391,1.14515,1.14515,1.14515,1.14515,1.14515,2.108,2.09315,2.1487,1.87916,1.56429,2.2707,2.34659,1.97713,1.64979,1.86843,2.39868,1.41134,1.81222,2.07873,2.17463,1.88754,2.16995,2.29866,1.81374,1.81737,2.21714,1.43913,2.37251,2.31725,1.95074,1.69795,1.76498,2.18477,2.12189,2.44998,2.14674,2.04796,1.78654
392,0.95962,0.95962,0.95962,0.95962,0.95962,0.99051,1.0116,1.06851,1.04593,0.96715,1.05644,1.03216,1.0204,0.987,1.02288,1.11384,0.96502,1.01,1.02883,1.09056,1.04507,1.04239,1.0536,0.99186,1.00861,1.08238,0.94522,1.08474,1.01484,1.02815,0.99464,1.0233,1.05838,1.05565,1.04986,1.01442,1.02895,1.01964
393,0.21464,0.21464,0.21464,0.21464,0.21464,0.21721,0.41689,0.17312,0.20423,0.16513,0.15985,0.1597,0.20547,0.17997,0.19051,0.1381,0.20533,0.19852,0.17222,0.17105,0.23078,0.17042,0.14737,0.21968,0.18272,0.12153,0.19384,0.20121,0.23435,0.1605,0.15118,0.2285,0.12454,0.20245,0.20372,0.22567,0.16496,0.20884
394,0.47237,0.47237,0.47237,0.47237,0.47237,0.47877,0.48853,0.50567,0.49636,0.46389,0.5007,0.49069,0.48584,0.47207,0.48686,0.52436,0.46301,0.48155,0.48931,0.51477,0.49601,0.49491,0.49953,0.47407,0.48098,0.51139,0.45485,0.51237,0.48355,0.48903,0.47522,0.48704,0.5015,0.50037,0.49799,0.48337,0.48937,0.48553
395,1,1,1,1,0,0.03304,1.95194,2.38118,2.16796,1.8361,2.69138,2.78326,2.33594,1.93962,2.20433,2.84633,1.65091,2.13628,2.45896,2.57506,2.22747,2.5694,2.72524,2.13812,2.14252,2.62654,1.68456,2.81465,2.74775,2.304,1.99793,2.07908,2.58734,2.51121,2.90845,2.5413,2.4217,2.10519
396,4.68209,4.68209,4.68209,4.68209,4.68209,4.69595,4.75508,5.03988,4.87821,4.34982,4.94872,4.78588,4.70703,4.48294,4.72365,5.33374,4.33554,4.63723,4.76352,5.17762,4.87246,4.85451,4.92972,4.51553,4.6279,5.12274,4.20274,5.1386,4.66973,4.75897,4.53421,4.72646,4.96177,4.94344,4.90463,4.6669,4.76437,4.70192
397,1.99625,1.99625,1.99625,1.99625,1.99625,2.07994,2.15444,2.28789,2.23207,2.03737,2.25805,2.19804,2.16899,2.08642,2.17511,2.39992,2.03211,2.14327,2.18981,2.34239,2.22995,2.22333,2.25105,2.09843,2.13983,2.32217,1.98317,2.32801,2.15525,2.18813,2.10531,2.17615,2.26286,2.2561,2.2418,2.1542,2.19012,2.16711
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0.00054,0.00054,0.00054,0.00054,0.00054,0.00052,0.00051,5e-04,0.00054,0.00048,0.00057,0.00053,0.00053,0.00047,5e-04,0.00054,0.00048,0.00051,0.00053,0.00053,5e-04,5e-04,0.00053,0.00052,0.00048,6e-04,0.00047,0.00054,5e-04,0.00048,0.00048,0.00054,0.00052,0.00054,0.00052,5e-04,0.00049,5e-04
400,0.00635,0.00635,0.00635,0.00635,0.00635,0.00631,0.00635,0.00664,0.00649,0.00594,0.00656,0.00639,0.00631,0.00608,0.00633,0.00696,0.00593,0.00624,0.00637,0.0068,0.00648,0.00646,0.00654,0.00611,0.00623,0.00674,0.00579,0.00676,0.00627,0.00636,0.00613,0.00633,0.00657,0.00655,0.00651,0.00627,0.00637,0.0063
401,2.1467,2.1467,2.1467,2.1467,2.1467,2.95832,2.71064,2.72687,2.36758,1.93633,2.90385,3.0078,2.50177,2.05343,2.35288,3.07914,1.72684,2.2759,2.64093,2.77227,2.37906,2.76586,2.94215,2.27799,2.28296,2.83051,1.76489,3.0433,2.96762,2.46563,2.1194,2.2112,2.78616,2.70004,3.14941,2.73407,2.59878,2.24073
402,3.68756,3.68756,3.68756,3.68756,3.68756,3.63475,3.69729,3.54043,3.65633,3.72735,3.66566,3.80076,3.63779,3.85552,3.62641,3.59638,3.91092,3.57225,3.98788,3.37217,3.38194,3.49536,3.68038,3.94848,4.05533,3.42909,3.76713,3.50814,3.59895,3.77882,3.92178,3.79182,3.73963,3.5864,3.60088,3.62984,3.65131,3.66196
403,0.79578,0.79578,0.79578,0.79578,0.79578,1.10194,1.24441,1.28411,1.31406,1.32817,1.31592,1.34276,1.31038,1.35364,1.30812,1.30215,1.36465,1.29736,1.37994,1.2576,1.25955,1.28208,1.31884,1.37211,1.39334,1.26891,1.33608,1.28462,1.30266,1.3384,1.3668,1.34098,1.33061,1.30017,1.30305,1.3088,1.31307,1.31518
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1.31789,1.31789,1.31789,1.31789,0.31789,1.0631,2.90167,2.73099,3.59363,3.67539,3.45456,3.70222,3.12954,3.32443,3.32633,2.9532,3.76083,3.03712,4.18712,2.30207,2.57896,3.03055,3.99516,3.68386,4.08946,2.79751,3.90083,2.82093,3.63337,3.9084,4.04209,3.85778,3.16414,2.93981,3.94206,4.12757,3.11896,3.27856
406,3.31076,3.31076,3.31076,3.31076,3.31076,3.29473,3.36423,3.24632,3.33016,3.39122,3.33818,3.45433,3.31422,3.50142,3.30444,3.27863,3.54905,3.25788,3.61521,3.08586,3.09426,3.19177,3.35084,3.58134,3.6732,3.1348,3.42542,3.20276,3.28083,3.43548,3.55838,3.44665,3.40178,3.27004,3.2825,3.30739,3.32585,3.335
407,3.42051,3.42051,3.42051,3.42051,3.42051,2.98425,4.05328,2.94729,3.63747,3.60862,3.38992,3.63518,3.06805,3.26106,3.26293,2.89342,3.69323,2.97653,4.11539,2.2486,2.5228,2.97002,3.92529,3.617,4.01867,2.73924,3.83187,2.76243,3.56701,3.83937,3.97176,3.78924,3.10232,2.88016,3.8727,4.05642,3.05757,3.21563
408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,0.18771,0.18771,0.18771,0.18771,0.18771,0.19969,0.19202,0.17878,0.20659,0.20723,0.18526,0.19332,0.2042,0.20264,0.21204,0.19289,0.2094,0.20475,0.21502,0.19093,0.18852,0.18761,0.1933,0.20745,0.20077,0.18941,0.18894,0.18786,0.19617,0.20633,0.20158,0.2042,0.19328,0.19142,0.19308,0.20301,0.19367,0.19477
410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0.00619,0.00619,0.00619,0.00619,0.00619,0.00658,0.00633,0.00589,0.00681,0.00683,0.00611,0.00637,0.00673,0.00668,0.00699,0.00636,0.0069,0.00675,0.00708,0.00629,0.00621,0.00618,0.00637,0.00684,0.00662,0.00624,0.00623,0.00619,0.00646,0.0068,0.00664,0.00673,0.00637,0.00631,0.00636,0.00669,0.00638,0.00642
412,2.81222,2.81222,2.81222,2.81222,2.81222,2.68807,2.65499,2.46575,2.52299,2.5719,2.52942,2.62245,2.51022,2.66016,2.50239,2.48171,2.69832,2.4651,2.75131,2.32731,2.33404,2.41214,2.53955,2.72418,2.79776,2.36651,2.59929,2.42094,2.48348,2.60735,2.70579,2.6163,2.58036,2.47484,2.48481,2.50475,2.51954,2.52687
413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0.01897,0.01897,0.01897,0.01897,0.01897,0.01842,0.01872,0.01814,0.01839,0.0186,0.01843,0.01884,0.01833,0.01897,0.01829,0.0182,0.01931,0.01813,0.01946,0.01751,0.01752,0.01788,0.01846,0.01931,0.01954,0.01761,0.01865,0.01796,0.01816,0.01875,0.01925,0.01881,0.0187,0.01816,0.01821,0.01817,0.01835,0.01832
415,3.68204,3.68204,3.68204,3.68204,3.68204,4.05565,3.94047,3.79914,3.82718,3.72369,3.6482,3.89803,3.69428,3.97827,4.00623,3.61015,4.51995,3.5416,4.58391,3.55772,3.56163,3.89383,3.93943,3.95986,4.02004,3.62823,4.01421,3.57496,3.7544,4.00382,4.05801,4.27046,3.71764,3.4613,3.73571,3.9104,4.04097,3.58675
416,3.40736,3.40736,3.40736,3.40736,3.40736,3.39967,3.49536,3.35995,3.46662,3.53764,3.47595,3.61104,3.44808,3.6658,3.4367,3.40668,3.7212,3.38255,3.79816,3.18247,3.19224,3.30565,3.49067,3.75876,3.8656,3.23939,3.57741,3.31843,3.40924,3.58911,3.73205,3.60211,3.54992,3.3967,3.41118,3.44013,3.4616,3.47225
417,0,0,0,0,0,0.02329,0.92385,0.80326,1.03682,1.06117,0.99757,1.06889,0.90396,0.96009,0.96064,0.85318,1.08577,0.87735,1.20855,0.66565,0.7454,0.87545,1.15326,1.06361,1.18042,0.80834,1.12609,0.81508,1.04907,1.12827,1.16678,1.1137,0.91393,0.84932,1.13797,1.1914,0.90091,0.94688
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0.5557,0.5557,0.5557,0.5557,0.5557,0.47749,0.66129,0.47249,0.59555,0.59059,0.55298,0.59516,0.49763,0.53082,0.53114,0.4676,0.60514,0.48189,0.67774,0.35671,0.40387,0.48077,0.64505,0.59203,0.6611,0.44109,0.62898,0.44507,0.58343,0.63027,0.65304,0.62165,0.50352,0.46532,0.636,0.66759,0.49583,0.52301
420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,2.46217,2.46217,2.46217,2.46217,2.46217,2.50612,2.59168,2.52594,2.59919,2.64262,2.60489,2.68752,2.58785,2.72101,2.58089,2.56252,2.7549,2.54777,2.80196,2.4254,2.43137,2.50074,2.61389,2.77787,2.84322,2.46021,2.66695,2.50855,2.56409,2.6741,2.76153,2.68206,2.65013,2.55642,2.56528,2.58299,2.59612,2.60263
422,0.28343,0.28343,0.28343,0.28343,0.28343,0.31932,0.48748,0.35955,0.44958,0.4457,0.41633,0.44927,0.37309,0.39902,0.39927,0.34963,0.45707,0.3608,0.51378,0.26301,0.29985,0.35992,0.48824,0.44683,0.50078,0.32892,0.47569,0.33204,0.44011,0.4767,0.49448,0.46996,0.37769,0.34785,0.48118,0.50585,0.37168,0.39291
423,1.04917,1.04917,1.04917,1.04917,1.04917,1.03064,1.03512,0.98978,1.00903,1.02662,1.01134,1.04481,1.00443,1.05837,1.00162,0.99418,1.0721,0.9882,1.09116,0.93863,0.94105,0.96915,1.01498,1.0814,1.10787,0.95273,1.03648,0.97232,0.99481,1.03937,1.07479,1.04259,1.02966,0.9917,0.99529,1.00246,1.00778,1.01042
424,3.46807,3.46807,3.46807,3.46807,3.46807,3.7247,3.56049,3.2768,3.87237,3.8861,3.41571,3.58825,3.82111,3.7878,3.98902,3.57912,3.93262,3.83287,4.05293,3.53707,3.48538,3.46603,3.58787,3.89085,3.74783,3.5045,3.49442,3.47126,3.64934,3.8668,3.765,3.82128,3.5873,3.54761,3.58316,3.7957,3.5958,3.61921
425,0.08263,0.08263,0.08263,0.08263,0.08263,0.08122,0.08146,0.07897,0.08003,0.081,0.08016,0.08199,0.07978,0.08274,0.07962,0.07921,0.08349,0.07889,0.08454,0.07616,0.0763,0.07784,0.08036,0.084,0.08546,0.07694,0.08154,0.07801,0.07925,0.0817,0.08364,0.08187,0.08116,0.07908,0.07928,0.07967,0.07996,0.08011
426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,3.7105,3.7105,3.7105,3.7105,3.7105,3.22502,4.42301,3.16493,3.9417,3.90913,3.66223,3.93912,3.29886,3.51675,3.51887,3.10172,4.00465,3.19554,4.48124,2.37375,2.68331,3.18819,4.26663,3.9186,4.37205,2.92765,4.16117,2.95384,3.86215,4.16963,4.3191,4.11304,3.33755,3.08674,4.20726,4.41466,3.28703,3.46547
428,1.38134,1.38134,1.38134,1.38134,1.38134,1.19678,1.65143,1.19704,1.48503,1.47293,1.38118,1.48408,1.24614,1.32712,1.3279,1.17288,1.50843,1.20774,1.68554,0.90235,1.01739,1.20501,1.60579,1.47645,1.64496,1.10819,1.5666,1.11792,1.45547,1.56974,1.62529,1.54871,1.26052,1.16731,1.58372,1.6608,1.24174,1.30806
429,2.62681,2.62681,2.62681,2.62681,2.62681,2.59543,2.672,2.58296,2.66299,2.71324,2.66959,2.76517,2.64988,2.80391,2.64183,2.62059,2.84311,2.60352,2.89755,2.46197,2.46888,2.54912,2.68001,2.86968,2.94527,2.50224,2.74138,2.55816,2.6224,2.74965,2.85079,2.75885,2.72193,2.61353,2.62377,2.64426,2.65945,2.66698
430,4.28154,4.28154,4.28154,4.28154,4.28154,3.66284,5.11146,3.60362,4.54206,4.50284,4.20554,4.53895,3.768,4.03037,4.03292,3.53061,4.61786,3.64359,5.19174,2.65404,3.0268,3.63473,4.93332,4.51424,5.06027,3.32102,4.80633,3.35254,4.44627,4.81652,4.9965,4.74837,3.81458,3.51258,4.86183,5.11158,3.75375,3.96862
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,3.15493,3.15493,3.15493,3.15493,3.15493,3.48648,3.50406,3.41271,3.53362,3.60536,3.54304,3.67952,3.51489,3.73484,3.5034,3.47306,3.79081,3.44869,3.86855,3.24656,3.25643,3.371,3.55791,3.82875,3.93669,3.30406,3.64555,3.38391,3.47565,3.65736,3.80177,3.6705,3.61777,3.46298,3.47761,3.50686,3.52855,3.53931
433,3.42503,3.42503,3.42503,3.42503,3.42503,3.93183,3.86925,3.76779,3.841,3.72321,3.63728,3.92164,3.68973,4.01297,4.0448,3.59398,4.62952,3.51596,4.70231,3.5343,3.53875,3.91687,3.96876,3.99202,4.06052,3.61455,4.05389,3.55393,3.75817,4.04206,4.10373,4.34555,3.71633,3.42456,3.7369,3.93573,4.08434,3.56735
434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05
436,3.18669,3.18669,3.18669,3.18669,3.18669,1.81889,2.80342,2.83184,3.11831,1.84207,2.75279,2.38911,2.45783,3.15369,3.01475,2.87727,2.49189,3.18939,2.16746,2.61272,2.57814,2.71081,2.89749,2.81169,3.05291,2.39119,2.32465,2.35407,2.39615,2.89923,2.94168,2.33289,3.04721,2.61415,2.05079,2.48046,2.46581,3.21812
437,3.42589,3.42589,3.42589,3.42589,3.42589,3.01884,3.21066,3.25466,3.41311,3.08506,3.42205,3.27476,3.50038,3.51503,3.69762,3.2277,3.22251,3.4824,3.03485,3.4465,3.11001,3.16282,3.37753,3.49784,3.46846,3.37393,3.49768,3.20556,3.07121,3.31664,3.91204,3.13012,3.47739,3.47052,3.08842,3.50852,3.20242,3.38817
438,0.0028,0.0028,0.0028,0.0028,0.0028,0.00148,0.00242,0.0024,0.00266,0.00145,0.00232,0.00197,0.00203,0.0027,0.00257,0.00243,0.00207,0.00273,0.00176,0.00218,0.00215,0.00228,0.00245,0.00237,0.0026,0.00197,0.00191,0.00194,0.00198,0.00246,0.0025,0.00192,0.0026,0.00218,0.00165,0.00206,0.00204,0.00276
439,3.33921,3.33921,3.33921,3.33921,3.33921,1.81691,2.87588,2.89411,3.21411,1.82419,2.81604,2.41996,2.4948,3.25264,3.10133,2.9516,2.5319,3.29152,2.17857,2.66349,2.62583,2.77031,2.97363,2.88018,3.14289,2.42222,2.34975,2.3818,2.42762,2.97552,3.02174,2.35873,3.13667,2.66504,2.0515,2.51944,2.50349,3.32281
440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,1.22383,1.22383,1.22383,1.22383,0.22383,0.78891,1.91542,2.49354,2.71735,2.56761,2.75339,2.69857,2.74466,2.91621,2.83379,2.79289,2.80068,3.00093,2.63159,2.87419,2.75142,2.75376,2.83945,2.8315,2.82554,2.64574,2.73731,2.72665,2.69452,2.74784,2.90933,2.70982,2.81813,2.72887,2.57381,2.80318,2.73609,2.73104
443,0.37065,0.37065,0.37065,0.37065,0.37065,0.32824,0.34975,0.35583,0.37276,0.33785,0.37371,0.35803,0.38205,0.3836,0.40304,0.35303,0.35247,0.38013,0.3325,0.37631,0.3405,0.34612,0.36897,0.38177,0.37865,0.36859,0.38176,0.35067,0.33637,0.36249,0.42585,0.34264,0.3796,0.37887,0.3382,0.38291,0.35034,0.3701
444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,1.91301,1.91301,1.91301,1.91301,1.91301,1.09749,1.67759,1.66837,1.8296,1.07508,1.6135,1.39849,1.43912,1.85051,1.76837,1.68709,1.45925,1.87162,1.26745,1.53069,1.51025,1.58868,1.69905,1.64832,1.79093,1.39972,1.36038,1.37777,1.40265,1.70007,1.72517,1.36525,1.78756,1.53153,1.19847,1.45249,1.44383,1.8886
446,0.23337,0.23337,0.23337,0.23337,0.23337,0.21165,0.23693,0.22601,0.22969,0.21576,0.22894,0.22509,0.22819,0.24061,0.23473,0.23182,0.23237,0.24664,0.22032,0.23761,0.22883,0.22914,0.23513,0.23457,0.23414,0.22133,0.22785,0.22738,0.2248,0.2286,0.24012,0.22589,0.23361,0.22725,0.2162,0.23255,0.22777,0.22741
447,3.9779,3.9779,3.9779,3.9779,3.9779,3.49003,4.17549,3.92224,4.04727,3.69638,4.02985,3.93144,4.01417,4.32209,4.17415,4.10075,4.11473,4.47414,3.81123,4.24667,4.0263,4.03051,4.18432,4.17003,4.15935,3.83662,4.00097,3.98185,3.92417,4.01989,4.30974,3.95164,4.14603,3.98583,3.70751,4.11921,3.99878,3.98973
448,0.00157,0.00157,0.00157,0.00157,0.00157,0.00183,0.00228,0.00251,0.00247,0.01836,0.01864,0.0172,0.01862,0.01937,0.01962,0.0199,0.01858,0.01929,0.01822,0.01947,0.01872,0.01782,0.01858,0.01824,0.01982,0.01804,0.01745,0.01937,0.01967,0.01984,0.02011,0.01854,0.01817,0.02036,0.01813,0.01919,0.01961,0.0195
449,0.21509,0.21509,0.21509,0.21509,0.21509,0.18605,0.20992,0.22006,0.21662,0.21378,0.21742,0.19921,0.21706,0.22653,0.22968,0.23331,0.21659,0.22557,0.2121,0.22781,0.21837,0.20699,0.21664,0.21226,0.23223,0.2098,0.20231,0.22656,0.23033,0.23254,0.23592,0.21613,0.21139,0.23907,0.21088,0.22428,0.22968,0.22825
450,2.70259,2.70259,2.70259,2.70259,2.70259,2.61833,2.79978,2.77397,3.00667,2.79231,2.819,2.88054,2.83775,2.57405,2.9159,2.92235,3.03247,3.01412,2.80878,3.10589,2.78369,2.96292,2.81118,2.82829,2.90787,2.72992,2.83174,2.72113,2.92484,2.84826,2.77836,3.05954,2.70581,2.64321,2.83815,2.63649,2.9041,2.89168
451,1.18093,1.18093,1.18093,1.18093,1.18093,1.15504,1.35689,1.33393,1.37255,1.29749,1.36883,1.34777,1.36547,1.43135,1.3997,1.38399,1.38698,1.46388,1.32206,1.41521,1.36807,1.36897,1.40187,1.39882,1.39653,1.32749,1.36265,1.35856,1.34622,1.3667,1.4287,1.3521,1.39368,1.35941,1.29987,1.38794,1.36218,1.36024
